history_id,opportunity_id,from_stage,to_stage,changed_at,changed_by_seller_id
H0003399,O000891,Qualification,Proposal,2024-06-27 13:00:00,S011
H0003400,O000891,Proposal,Negotiation,2024-06-30 15:00:00,S011
H0003401,O000891,Negotiation,Closed Won,2024-07-25 12:00:00,S011
H0003402,O000892,,Prospecting,2023-01-27 09:00:00,S022
H0003403,O000892,Prospecting,Qualification,2023-02-18 13:00:00,S022
H0003404,O000892,Qualification,Closed Lost,2023-03-03 12:00:00,S022
H0003405,O000893,,Prospecting,2024-07-06 09:00:00,S017
H0003406,O000893,Prospecting,Closed Lost,2024-10-20 10:00:00,S017
H0003407,O000894,,Prospecting,2023-05-13 09:00:00,S004
H0003408,O000894,Prospecting,Qualification,2023-06-16 15:00:00,S004
H0003409,O000894,Qualification,Closed Lost,2023-08-04 11:00:00,S004
H0003410,O000895,,Prospecting,2023-08-26 09:00:00,S004
H0003411,O000895,Prospecting,Qualification,2023-09-16 09:00:00,S004
H0003412,O000895,Qualification,Proposal,2023-09-21 10:00:00,S004
H0003413,O000895,Proposal,Negotiation,2023-09-23 13:00:00,S004
H0003414,O000895,Negotiation,Closed Won,2023-09-25 11:00:00,S004
H0003415,O000896,,Prospecting,2024-05-25 09:00:00,S006
H0003416,O000896,Prospecting,Qualification,2024-06-07 12:00:00,S006
H0003417,O000896,Qualification,Proposal,2024-06-12 13:00:00,S006
H0003418,O000896,Proposal,Closed Lost,2024-07-15 16:00:00,S006
H0003419,O000897,,Prospecting,2024-02-18 09:00:00,S037
H0003420,O000897,Prospecting,Qualification,2024-03-03 16:00:00,S037
H0003421,O000897,Qualification,Proposal,2024-03-15 11:00:00,S037
H0003422,O000897,Proposal,Closed Lost,2024-03-19 14:00:00,S037
H0003423,O000898,,Prospecting,2024-11-13 09:00:00,S005
H0003424,O000898,Prospecting,Qualification,2024-12-15 16:00:00,S005
H0003425,O000898,Qualification,Closed Lost,2025-01-29 15:00:00,S005
H0003426,O000899,,Prospecting,2024-08-12 09:00:00,S008
H0003427,O000899,Prospecting,Qualification,2024-08-13 12:00:00,S008
H0003428,O000899,Qualification,Proposal,2024-08-30 13:00:00,S008
H0003429,O000899,Proposal,Negotiation,2024-09-20 14:00:00,S008
H0003430,O000899,Negotiation,Closed Won,2024-10-04 11:00:00,S008
H0003431,O000900,,Prospecting,2025-05-14 09:00:00,S023
H0003432,O000900,Prospecting,Qualification,2025-05-31 14:00:00,S023
H0003433,O000900,Qualification,Proposal,2025-06-14 15:00:00,S023
H0003434,O000900,Proposal,Closed Lost,2025-06-18 15:00:00,S023
H0003435,O000901,,Prospecting,2025-06-23 09:00:00,S005
H0003436,O000902,,Prospecting,2023-06-19 09:00:00,S008
H0003437,O000902,Prospecting,Qualification,2023-06-29 11:00:00,S008
H0003438,O000902,Qualification,Proposal,2023-07-05 17:00:00,S008
H0003439,O000902,Proposal,Negotiation,2023-07-15 09:00:00,S008
H0003440,O000902,Negotiation,Closed Won,2023-08-13 10:00:00,S008
H0003441,O000903,,Prospecting,2025-01-25 09:00:00,S040
H0003442,O000903,Prospecting,Qualification,2025-02-25 17:00:00,S040
H0003443,O000903,Qualification,Proposal,2025-03-04 15:00:00,S040
H0003444,O000903,Proposal,Closed Lost,2025-04-13 13:00:00,S040
H0003445,O000904,,Prospecting,2023-09-01 09:00:00,S022
H0003446,O000904,Prospecting,Closed Lost,2023-10-16 11:00:00,S022
H0003447,O000905,,Prospecting,2023-10-22 09:00:00,S012
H0003448,O000905,Prospecting,Qualification,2023-10-26 10:00:00,S012
H0003449,O000905,Qualification,Proposal,2023-10-30 10:00:00,S012
H0003450,O000905,Proposal,Closed Lost,2023-11-03 15:00:00,S012
H0003451,O000906,,Prospecting,2024-02-16 09:00:00,S015
H0003452,O000906,Prospecting,Qualification,2024-03-08 08:00:00,S015
H0003453,O000906,Qualification,Proposal,2024-08-15 09:00:00,S015
H0003454,O000906,Proposal,Negotiation,2024-10-11 11:00:00,S015
H0003455,O000906,Negotiation,Closed Won,2024-10-12 13:00:00,S015
H0003456,O000907,,Prospecting,2025-06-07 09:00:00,S018
H0003457,O000908,,Prospecting,2024-12-25 09:00:00,S019
H0003458,O000908,Prospecting,Qualification,2025-02-01 09:00:00,S019
H0003459,O000908,Qualification,Proposal,2025-03-05 11:00:00,S019
H0003460,O000908,Proposal,Closed Lost,2025-03-10 13:00:00,S019
H0003461,O000909,,Prospecting,2024-07-31 09:00:00,S026
H0003462,O000909,Prospecting,Qualification,2024-08-03 16:00:00,S026
H0003463,O000909,Qualification,Proposal,2024-08-08 14:00:00,S026
H0003464,O000909,Proposal,Negotiation,2024-08-12 11:00:00,S026
H0003465,O000909,Negotiation,Closed Won,2024-08-28 14:00:00,S026
H0003466,O000910,,Prospecting,2023-09-10 09:00:00,S008
H0003467,O000910,Prospecting,Qualification,2023-09-11 12:00:00,S008
H0003468,O000910,Qualification,Proposal,2023-09-11 12:00:00,S008
H0003469,O000910,Proposal,Negotiation,2023-09-14 12:00:00,S008
H0003470,O000910,Negotiation,Closed Won,2023-09-26 11:00:00,S008
H0003471,O000911,,Prospecting,2025-05-01 09:00:00,S016
H0003472,O000911,Prospecting,Qualification,2025-05-06 14:00:00,S016
H0003473,O000911,Qualification,Proposal,2025-05-08 14:00:00,S016
H0003474,O000911,Proposal,Negotiation,2025-05-19 09:00:00,S016
H0003475,O000912,,Prospecting,2025-02-19 09:00:00,S040
H0003476,O000912,Prospecting,Qualification,2025-03-05 14:00:00,S040
H0003477,O000912,Qualification,Proposal,2025-03-14 12:00:00,S040
H0003478,O000912,Proposal,Negotiation,2025-03-24 11:00:00,S040
H0003479,O000912,Negotiation,Closed Won,2025-04-13 13:00:00,S040
H0003480,O000913,,Prospecting,2023-06-04 09:00:00,S008
H0003481,O000913,Prospecting,Qualification,2023-06-26 10:00:00,S008
H0003482,O000913,Qualification,Proposal,2023-06-30 12:00:00,S008
H0003483,O000913,Proposal,Negotiation,2023-07-05 09:00:00,S008
H0003484,O000913,Negotiation,Closed Lost,2023-07-19 11:00:00,S008
H0003485,O000914,,Prospecting,2025-04-17 09:00:00,S031
H0003486,O000914,Prospecting,Closed Lost,2025-05-02 09:00:00,S031
H0003487,O000915,,Prospecting,2024-11-03 09:00:00,S021
H0003488,O000915,Prospecting,Closed Lost,2025-03-12 16:00:00,S021
H0003489,O000916,,Prospecting,2024-08-07 09:00:00,S039
H0003490,O000916,Prospecting,Qualification,2024-08-28 09:00:00,S039
H0003491,O000916,Qualification,Proposal,2024-09-23 17:00:00,S039
H0003492,O000916,Proposal,Negotiation,2024-09-27 17:00:00,S039
H0003493,O000916,Negotiation,Closed Won,2024-09-29 15:00:00,S039
H0003494,O000917,,Prospecting,2025-05-06 09:00:00,S026
H0003495,O000917,Prospecting,Qualification,2025-05-22 16:00:00,S026
H0003496,O000917,Qualification,Proposal,2025-06-11 13:00:00,S026
H0003497,O000917,Proposal,Negotiation,2025-06-13 10:00:00,S026
H0003498,O000917,Negotiation,Closed Won,2025-06-15 16:00:00,S026
H0003499,O000918,,Prospecting,2023-02-20 09:00:00,S019
H0003500,O000918,Prospecting,Qualification,2023-03-16 15:00:00,S019
H0003501,O000918,Qualification,Proposal,2023-03-27 12:00:00,S019
H0003502,O000918,Proposal,Closed Lost,2023-04-20 10:00:00,S019
H0003503,O000919,,Prospecting,2024-07-05 09:00:00,S016
H0003504,O000919,Prospecting,Closed Lost,2024-09-13 17:00:00,S016
H0003505,O000920,,Prospecting,2023-02-11 09:00:00,S034
H0003506,O000920,Prospecting,Closed Lost,2023-04-19 09:00:00,S034
H0003507,O000921,,Prospecting,2023-05-28 09:00:00,S034
H0003508,O000921,Prospecting,Qualification,2023-05-31 09:00:00,S034
H0003509,O000921,Qualification,Proposal,2023-06-01 14:00:00,S034
H0003510,O000921,Proposal,Negotiation,2023-06-01 08:00:00,S034
H0003511,O000921,Negotiation,Closed Lost,2023-06-09 11:00:00,S034
H0003512,O000922,,Prospecting,2024-07-12 09:00:00,S016
H0003513,O000922,Prospecting,Qualification,2024-09-15 12:00:00,S016
H0003514,O000922,Qualification,Proposal,2024-11-01 12:00:00,S016
H0003515,O000922,Proposal,Negotiation,2024-11-13 10:00:00,S016
H0003516,O000922,Negotiation,Closed Lost,2024-11-17 12:00:00,S016
H0003517,O000923,,Prospecting,2023-08-29 09:00:00,S012
H0003518,O000923,Prospecting,Qualification,2023-09-17 10:00:00,S012
H0003519,O000923,Qualification,Proposal,2023-09-29 10:00:00,S012
H0003520,O000923,Proposal,Closed Lost,2023-09-30 16:00:00,S012
H0003521,O000924,,Prospecting,2023-12-11 09:00:00,S011
H0003522,O000924,Prospecting,Qualification,2024-01-05 17:00:00,S011
H0003523,O000924,Qualification,Proposal,2024-03-10 13:00:00,S011
H0003524,O000924,Proposal,Negotiation,2024-03-25 12:00:00,S011
H0003525,O000924,Negotiation,Closed Lost,2024-04-03 10:00:00,S011
H0003526,O000925,,Prospecting,2023-01-18 09:00:00,S036
H0003527,O000925,Prospecting,Qualification,2023-01-25 17:00:00,S036
H0003528,O000925,Qualification,Proposal,2023-02-05 14:00:00,S036
H0003529,O000925,Proposal,Negotiation,2023-02-15 15:00:00,S036
H0003530,O000925,Negotiation,Closed Won,2023-03-07 11:00:00,S036
H0003531,O000926,,Prospecting,2025-05-20 09:00:00,S019
H0003532,O000926,Prospecting,Qualification,2025-05-21 17:00:00,S019
H0003533,O000926,Qualification,Proposal,2025-05-26 13:00:00,S019
H0003534,O000926,Proposal,Negotiation,2025-05-30 14:00:00,S019
H0003535,O000926,Negotiation,Closed Lost,2025-06-18 14:00:00,S019
H0003536,O000927,,Prospecting,2023-06-25 09:00:00,S012
H0003537,O000927,Prospecting,Qualification,2023-06-28 16:00:00,S012
H0003538,O000927,Qualification,Proposal,2023-07-09 08:00:00,S012
H0003539,O000927,Proposal,Negotiation,2023-10-03 10:00:00,S012
H0003540,O000927,Negotiation,Closed Won,2023-10-22 17:00:00,S012
H0003541,O000928,,Prospecting,2025-03-09 09:00:00,S031
H0003542,O000928,Prospecting,Qualification,2025-03-18 13:00:00,S031
H0003543,O000928,Qualification,Closed Lost,2025-04-15 11:00:00,S031
H0003544,O000929,,Prospecting,2025-02-13 09:00:00,S002
H0003545,O000929,Prospecting,Closed Lost,2025-04-13 16:00:00,S002
H0003546,O000930,,Prospecting,2025-01-02 09:00:00,S034
H0003547,O000930,Prospecting,Closed Lost,2025-03-23 17:00:00,S034
H0003548,O000931,,Prospecting,2025-01-02 09:00:00,S035
H0003549,O000931,Prospecting,Qualification,2025-01-27 15:00:00,S035
H0003550,O000931,Qualification,Proposal,2025-02-16 09:00:00,S035
H0003551,O000931,Proposal,Negotiation,2025-03-12 12:00:00,S035
H0003552,O000931,Negotiation,Closed Won,2025-04-07 13:00:00,S035
H0003553,O000932,,Prospecting,2023-04-24 09:00:00,S005
H0003554,O000932,Prospecting,Qualification,2023-05-23 09:00:00,S005
H0003555,O000932,Qualification,Proposal,2023-06-03 09:00:00,S005
H0003556,O000932,Proposal,Closed Lost,2023-09-11 16:00:00,S005
H0003557,O000933,,Prospecting,2024-07-31 09:00:00,S023
H0003558,O000933,Prospecting,Qualification,2024-09-04 16:00:00,S023
H0003559,O000933,Qualification,Proposal,2024-09-15 13:00:00,S023
H0003560,O000933,Proposal,Closed Lost,2024-10-18 09:00:00,S023
H0003561,O000934,,Prospecting,2023-11-15 09:00:00,S004
H0003562,O000934,Prospecting,Closed Lost,2024-03-10 13:00:00,S004
H0003563,O000935,,Prospecting,2024-05-29 09:00:00,S004
H0003564,O000935,Prospecting,Qualification,2024-06-09 11:00:00,S004
H0003565,O000935,Qualification,Proposal,2024-07-17 11:00:00,S004
H0003566,O000935,Proposal,Negotiation,2024-07-25 12:00:00,S004
H0003567,O000935,Negotiation,Closed Lost,2024-08-02 13:00:00,S004
H0003568,O000936,,Prospecting,2025-02-06 09:00:00,S009
H0003569,O000936,Prospecting,Qualification,2025-03-04 13:00:00,S009
H0003570,O000936,Qualification,Closed Lost,2025-03-11 15:00:00,S009
H0003571,O000937,,Prospecting,2025-06-27 09:00:00,S001
H0003572,O000938,,Prospecting,2023-03-23 09:00:00,S034
H0003573,O000938,Prospecting,Qualification,2023-04-04 09:00:00,S034
H0003574,O000938,Qualification,Proposal,2023-05-06 14:00:00,S034
H0003575,O000938,Proposal,Negotiation,2023-05-06 16:00:00,S034
H0003576,O000938,Negotiation,Closed Won,2023-05-09 13:00:00,S034
H0003577,O000939,,Prospecting,2023-12-25 09:00:00,S019
H0003578,O000939,Prospecting,Closed Lost,2024-03-24 10:00:00,S019
H0003579,O000940,,Prospecting,2023-08-22 09:00:00,S032
H0003580,O000940,Prospecting,Qualification,2023-08-23 16:00:00,S032
H0003581,O000940,Qualification,Proposal,2023-08-27 08:00:00,S032
H0003582,O000940,Proposal,Closed Lost,2023-09-04 11:00:00,S032
H0003583,O000941,,Prospecting,2025-03-27 09:00:00,S011
H0003584,O000941,Prospecting,Qualification,2025-04-02 09:00:00,S011
H0003585,O000941,Qualification,Proposal,2025-04-07 13:00:00,S011
H0003586,O000941,Proposal,Negotiation,2025-04-16 17:00:00,S011
H0003587,O000941,Negotiation,Closed Lost,2025-06-12 15:00:00,S011
H0003588,O000942,,Prospecting,2024-11-07 09:00:00,S029
H0003589,O000942,Prospecting,Qualification,2024-11-09 10:00:00,S029
H0003590,O000942,Qualification,Proposal,2024-11-17 12:00:00,S029
H0003591,O000942,Proposal,Closed Lost,2024-11-20 12:00:00,S029
H0003592,O000943,,Prospecting,2025-04-09 09:00:00,S035
H0003593,O000943,Prospecting,Qualification,2025-05-06 10:00:00,S035
H0003594,O000943,Qualification,Proposal,2025-05-23 12:00:00,S035
H0003595,O000943,Proposal,Negotiation,2025-06-06 10:00:00,S035
H0003596,O000943,Negotiation,Closed Lost,2025-06-08 14:00:00,S035
H0003597,O000944,,Prospecting,2025-02-13 09:00:00,S023
H0003598,O000944,Prospecting,Qualification,2025-03-29 17:00:00,S023
H0003599,O000944,Qualification,Proposal,2025-04-20 09:00:00,S023
H0003600,O000944,Proposal,Negotiation,2025-05-12 15:00:00,S023
H0003601,O000944,Negotiation,Closed Won,2025-05-21 13:00:00,S023
H0003602,O000945,,Prospecting,2023-08-21 09:00:00,S019
H0003603,O000945,Prospecting,Qualification,2023-08-23 10:00:00,S019
H0003604,O000945,Qualification,Proposal,2023-08-25 16:00:00,S019
H0003605,O000945,Proposal,Closed Lost,2023-09-13 09:00:00,S019
H0003606,O000946,,Prospecting,2025-06-03 09:00:00,S039
H0003607,O000946,Prospecting,Qualification,2025-06-25 14:00:00,S039
H0003608,O000947,,Prospecting,2025-03-29 09:00:00,S019
H0003609,O000947,Prospecting,Qualification,2025-04-15 17:00:00,S019
H0003610,O000947,Qualification,Proposal,2025-05-03 11:00:00,S019
H0003611,O000947,Proposal,Negotiation,2025-05-10 13:00:00,S019
H0003612,O000947,Negotiation,Closed Won,2025-05-15 11:00:00,S019
H0003613,O000948,,Prospecting,2023-04-30 09:00:00,S013
H0003614,O000948,Prospecting,Qualification,2023-05-10 09:00:00,S013
H0003615,O000948,Qualification,Proposal,2023-06-12 16:00:00,S013
H0003616,O000948,Proposal,Negotiation,2023-06-14 14:00:00,S013
H0003617,O000948,Negotiation,Closed Lost,2023-07-30 10:00:00,S013
H0003618,O000949,,Prospecting,2025-03-15 09:00:00,S007
H0003619,O000949,Prospecting,Qualification,2025-04-04 08:00:00,S007
H0003620,O000949,Qualification,Closed Lost,2025-04-28 13:00:00,S007
H0003621,O000950,,Prospecting,2023-09-05 09:00:00,S026
H0003622,O000950,Prospecting,Closed Lost,2023-10-27 11:00:00,S026
H0003623,O000951,,Prospecting,2023-10-13 09:00:00,S018
H0003624,O000951,Prospecting,Qualification,2023-11-09 16:00:00,S018
H0003625,O000951,Qualification,Proposal,2023-11-14 12:00:00,S018
H0003626,O000951,Proposal,Negotiation,2023-11-25 13:00:00,S018
H0003627,O000951,Negotiation,Closed Won,2023-12-15 09:00:00,S018
H0003628,O000952,,Prospecting,2023-06-10 09:00:00,S002
H0003629,O000952,Prospecting,Qualification,2024-01-06 15:00:00,S002
H0003630,O000952,Qualification,Closed Lost,2024-01-14 16:00:00,S002
H0003631,O000953,,Prospecting,2025-05-29 09:00:00,S009
H0003632,O000953,Prospecting,Qualification,2025-06-07 09:00:00,S009
H0003633,O000954,,Prospecting,2025-02-24 09:00:00,S037
H0003634,O000954,Prospecting,Qualification,2025-03-05 16:00:00,S037
H0003635,O000954,Qualification,Proposal,2025-03-16 08:00:00,S037
H0003636,O000954,Proposal,Negotiation,2025-03-18 17:00:00,S037
H0003637,O000954,Negotiation,Closed Lost,2025-03-28 15:00:00,S037
H0003638,O000955,,Prospecting,2025-05-04 09:00:00,S029
H0003639,O000955,Prospecting,Closed Lost,2025-06-03 11:00:00,S029
H0003640,O000956,,Prospecting,2024-01-20 09:00:00,S005
H0003641,O000956,Prospecting,Qualification,2024-01-26 14:00:00,S005
H0003642,O000956,Qualification,Proposal,2024-03-17 11:00:00,S005
H0003643,O000956,Proposal,Negotiation,2024-03-26 17:00:00,S005
H0003644,O000956,Negotiation,Closed Won,2024-03-31 15:00:00,S005
H0003645,O000957,,Prospecting,2025-06-14 09:00:00,S038
H0003646,O000957,Prospecting,Qualification,2025-06-22 15:00:00,S038
H0003647,O000958,,Prospecting,2024-10-10 09:00:00,S002
H0003648,O000958,Prospecting,Qualification,2024-10-24 14:00:00,S002
H0003649,O000958,Qualification,Proposal,2024-12-05 10:00:00,S002
H0003650,O000958,Proposal,Negotiation,2024-12-09 13:00:00,S002
H0003651,O000958,Negotiation,Closed Won,2025-01-11 09:00:00,S002
H0003652,O000959,,Prospecting,2024-03-05 09:00:00,S037
H0003653,O000959,Prospecting,Qualification,2024-04-05 11:00:00,S037
H0003654,O000959,Qualification,Closed Lost,2024-04-16 14:00:00,S037
H0003655,O000960,,Prospecting,2025-06-19 09:00:00,S026
H0003656,O000961,,Prospecting,2024-09-23 09:00:00,S009
H0003657,O000961,Prospecting,Qualification,2024-10-07 17:00:00,S009
H0003658,O000961,Qualification,Proposal,2024-10-16 12:00:00,S009
H0003659,O000961,Proposal,Negotiation,2024-10-17 13:00:00,S009
H0003660,O000961,Negotiation,Closed Lost,2024-11-01 15:00:00,S009
H0003661,O000962,,Prospecting,2025-04-15 09:00:00,S040
H0003662,O000962,Prospecting,Closed Lost,2025-05-31 10:00:00,S040
H0003663,O000963,,Prospecting,2025-05-03 09:00:00,S020
H0003664,O000963,Prospecting,Qualification,2025-05-06 08:00:00,S020
H0003665,O000963,Qualification,Closed Lost,2025-05-14 14:00:00,S020
H0003666,O000964,,Prospecting,2025-05-12 09:00:00,S017
H0003667,O000964,Prospecting,Qualification,2025-06-02 17:00:00,S017
H0003668,O000964,Qualification,Proposal,2025-06-05 14:00:00,S017
H0003669,O000964,Proposal,Negotiation,2025-06-17 11:00:00,S017
H0003670,O000964,Negotiation,Closed Lost,2025-06-19 12:00:00,S017
H0003671,O000965,,Prospecting,2023-08-13 09:00:00,S012
H0003672,O000965,Prospecting,Qualification,2023-08-13 09:00:00,S012
H0003673,O000965,Qualification,Proposal,2023-08-13 17:00:00,S012
H0003674,O000965,Proposal,Negotiation,2023-08-25 16:00:00,S012
H0003675,O000965,Negotiation,Closed Won,2023-09-25 15:00:00,S012
H0003676,O000966,,Prospecting,2025-05-12 09:00:00,S023
H0003677,O000966,Prospecting,Qualification,2025-06-01 14:00:00,S023
H0003678,O000966,Qualification,Proposal,2025-06-03 08:00:00,S023
H0003679,O000966,Proposal,Negotiation,2025-06-08 15:00:00,S023
H0003680,O000966,Negotiation,Closed Lost,2025-06-14 16:00:00,S023
H0003681,O000967,,Prospecting,2023-05-06 09:00:00,S027
H0003682,O000967,Prospecting,Closed Lost,2023-07-15 17:00:00,S027
H0003683,O000968,,Prospecting,2025-04-06 09:00:00,S008
H0003684,O000968,Prospecting,Closed Lost,2025-05-06 09:00:00,S008
H0003685,O000969,,Prospecting,2023-06-13 09:00:00,S006
H0003686,O000969,Prospecting,Qualification,2023-06-15 08:00:00,S006
H0003687,O000969,Qualification,Proposal,2023-06-30 16:00:00,S006
H0003688,O000969,Proposal,Closed Lost,2023-07-09 11:00:00,S006
H0003689,O000970,,Prospecting,2023-02-20 09:00:00,S033
H0003690,O000970,Prospecting,Qualification,2023-02-28 16:00:00,S033
H0003691,O000970,Qualification,Proposal,2023-03-05 17:00:00,S033
H0003692,O000970,Proposal,Negotiation,2023-04-02 09:00:00,S033
H0003693,O000970,Negotiation,Closed Lost,2023-04-04 11:00:00,S033
H0003694,O000971,,Prospecting,2023-06-17 09:00:00,S003
H0003695,O000971,Prospecting,Qualification,2023-08-05 15:00:00,S003
H0003696,O000971,Qualification,Proposal,2023-10-24 11:00:00,S003
H0003697,O000971,Proposal,Negotiation,2023-10-26 10:00:00,S003
H0003698,O000971,Negotiation,Closed Won,2023-11-11 17:00:00,S003
H0003699,O000972,,Prospecting,2025-06-17 09:00:00,S016
H0003700,O000973,,Prospecting,2024-11-16 09:00:00,S036
H0003701,O000973,Prospecting,Qualification,2024-11-28 15:00:00,S036
H0003702,O000973,Qualification,Proposal,2024-12-06 12:00:00,S036
H0003703,O000973,Proposal,Closed Lost,2024-12-07 16:00:00,S036
H0003704,O000974,,Prospecting,2025-05-10 09:00:00,S004
H0003705,O000974,Prospecting,Qualification,2025-05-13 11:00:00,S004
H0003706,O000975,,Prospecting,2023-09-22 09:00:00,S017
H0003707,O000975,Prospecting,Qualification,2023-09-30 08:00:00,S017
H0003708,O000975,Qualification,Closed Lost,2023-10-01 10:00:00,S017
H0003709,O000976,,Prospecting,2025-05-17 09:00:00,S022
H0003710,O000976,Prospecting,Qualification,2025-05-20 16:00:00,S022
H0003711,O000976,Qualification,Proposal,2025-06-23 15:00:00,S022
H0003712,O000977,,Prospecting,2023-03-21 09:00:00,S038
H0003713,O000977,Prospecting,Qualification,2023-03-25 10:00:00,S038
H0003714,O000977,Qualification,Proposal,2023-03-25 10:00:00,S038
H0003715,O000977,Proposal,Negotiation,2023-04-10 10:00:00,S038
H0003716,O000977,Negotiation,Closed Won,2023-04-15 10:00:00,S038
H0003717,O000978,,Prospecting,2024-10-24 09:00:00,S029
H0003718,O000978,Prospecting,Qualification,2024-12-11 17:00:00,S029
H0003719,O000978,Qualification,Proposal,2025-01-07 16:00:00,S029
H0003720,O000978,Proposal,Negotiation,2025-01-28 12:00:00,S029
H0003721,O000978,Negotiation,Closed Lost,2025-02-21 14:00:00,S029
H0003722,O000979,,Prospecting,2023-02-27 09:00:00,S001
H0003723,O000979,Prospecting,Qualification,2023-03-20 09:00:00,S001
H0003724,O000979,Qualification,Closed Lost,2023-03-21 13:00:00,S001
H0003725,O000980,,Prospecting,2025-01-03 09:00:00,S008
H0003726,O000980,Prospecting,Qualification,2025-01-15 10:00:00,S008
H0003727,O000980,Qualification,Proposal,2025-01-18 10:00:00,S008
H0003728,O000980,Proposal,Negotiation,2025-01-22 08:00:00,S008
H0003729,O000980,Negotiation,Closed Won,2025-02-02 12:00:00,S008
H0003730,O000981,,Prospecting,2023-07-30 09:00:00,S008
H0003731,O000981,Prospecting,Qualification,2023-09-05 14:00:00,S008
H0003732,O000981,Qualification,Proposal,2023-09-06 16:00:00,S008
H0003733,O000981,Proposal,Closed Lost,2023-09-15 09:00:00,S008
H0003734,O000982,,Prospecting,2024-05-24 09:00:00,S027
H0003735,O000982,Prospecting,Closed Lost,2024-08-05 13:00:00,S027
H0003736,O000983,,Prospecting,2023-01-26 09:00:00,S011
H0003737,O000983,Prospecting,Qualification,2023-03-20 11:00:00,S011
H0003738,O000983,Qualification,Proposal,2023-04-04 14:00:00,S011
H0003739,O000983,Proposal,Negotiation,2023-04-13 11:00:00,S011
H0003740,O000983,Negotiation,Closed Lost,2023-04-24 14:00:00,S011
H0003741,O000984,,Prospecting,2024-02-20 09:00:00,S002
H0003742,O000984,Prospecting,Qualification,2024-02-27 09:00:00,S002
H0003743,O000984,Qualification,Proposal,2024-02-29 10:00:00,S002
H0003744,O000984,Proposal,Closed Lost,2024-05-06 17:00:00,S002
H0003745,O000985,,Prospecting,2025-05-09 09:00:00,S008
H0003746,O000985,Prospecting,Qualification,2025-05-28 08:00:00,S008
H0003747,O000985,Qualification,Closed Lost,2025-06-16 12:00:00,S008
H0003748,O000986,,Prospecting,2023-06-21 09:00:00,S028
H0003749,O000986,Prospecting,Qualification,2023-06-27 15:00:00,S028
H0003750,O000986,Qualification,Proposal,2023-07-17 10:00:00,S028
H0003751,O000986,Proposal,Negotiation,2023-07-22 09:00:00,S028
H0003752,O000986,Negotiation,Closed Won,2023-08-10 12:00:00,S028
H0003753,O000987,,Prospecting,2023-03-12 09:00:00,S019
H0003754,O000987,Prospecting,Closed Lost,2023-04-25 13:00:00,S019
H0003755,O000988,,Prospecting,2023-03-24 09:00:00,S007
H0003756,O000988,Prospecting,Qualification,2023-04-25 09:00:00,S007
H0003757,O000988,Qualification,Proposal,2023-05-26 12:00:00,S007
H0003758,O000988,Proposal,Closed Lost,2023-06-16 11:00:00,S007
H0003759,O000989,,Prospecting,2024-10-04 09:00:00,S031
H0003760,O000989,Prospecting,Qualification,2024-10-19 16:00:00,S031
H0003761,O000989,Qualification,Proposal,2024-11-22 09:00:00,S031
H0003762,O000989,Proposal,Negotiation,2024-11-23 10:00:00,S031
H0003763,O000989,Negotiation,Closed Won,2024-12-09 17:00:00,S031
H0003764,O000990,,Prospecting,2023-11-09 09:00:00,S032
H0003765,O000990,Prospecting,Qualification,2023-11-14 13:00:00,S032
H0003766,O000990,Qualification,Proposal,2023-11-17 15:00:00,S032
H0003767,O000990,Proposal,Negotiation,2023-12-13 12:00:00,S032
H0003768,O000990,Negotiation,Closed Won,2023-12-14 11:00:00,S032
H0003769,O000991,,Prospecting,2024-06-16 09:00:00,S023
H0003770,O000991,Prospecting,Qualification,2024-06-17 16:00:00,S023
H0003771,O000991,Qualification,Proposal,2024-06-20 12:00:00,S023
H0003772,O000991,Proposal,Negotiation,2024-06-23 09:00:00,S023
H0003773,O000991,Negotiation,Closed Won,2024-08-07 14:00:00,S023
H0003774,O000992,,Prospecting,2025-03-19 09:00:00,S002
H0003775,O000992,Prospecting,Qualification,2025-05-09 12:00:00,S002
H0003776,O000992,Qualification,Closed Lost,2025-06-09 09:00:00,S002
H0003777,O000993,,Prospecting,2024-07-23 09:00:00,S027
H0003778,O000993,Prospecting,Closed Lost,2024-09-18 15:00:00,S027
H0003779,O000994,,Prospecting,2023-01-28 09:00:00,S006
H0003780,O000994,Prospecting,Qualification,2023-02-10 14:00:00,S006
H0003781,O000994,Qualification,Proposal,2023-03-16 17:00:00,S006
H0003782,O000994,Proposal,Negotiation,2023-03-16 10:00:00,S006
H0003783,O000994,Negotiation,Closed Won,2023-03-29 14:00:00,S006
H0003784,O000995,,Prospecting,2025-04-05 09:00:00,S040
H0003785,O000995,Prospecting,Qualification,2025-05-01 09:00:00,S040
H0003786,O000995,Qualification,Closed Lost,2025-05-08 15:00:00,S040
H0003787,O000996,,Prospecting,2025-04-29 09:00:00,S032
H0003788,O000996,Prospecting,Closed Lost,2025-06-12 13:00:00,S032
H0003789,O000997,,Prospecting,2023-03-01 09:00:00,S040
H0003790,O000997,Prospecting,Qualification,2023-03-31 16:00:00,S040
H0003791,O000997,Qualification,Proposal,2023-04-12 17:00:00,S040
H0003792,O000997,Proposal,Negotiation,2023-04-16 10:00:00,S040
H0003793,O000997,Negotiation,Closed Won,2023-05-22 16:00:00,S040
H0003794,O000998,,Prospecting,2023-02-15 09:00:00,S003
H0003795,O000998,Prospecting,Closed Lost,2023-07-31 10:00:00,S003
H0003796,O000999,,Prospecting,2023-08-27 09:00:00,S008
