opportunity_id,opportunity_name,account_id,seller_id,product,lead_source,stage,probability,amount,currency,created_date,expected_close_date,actual_close_date,last_modified_ts
O001473,Granite Retail GmbH - Analytics Platform,A0126,S035,Analytics Platform,Inbound,Closed Lost,0.0,18600.0,USD,2024-10-06,2024-12-03,2024-11-03,2024-11-03 10:11:00
O000742,Summit Labs S.A. - Cloud Suite,A0271,S023,Cloud Suite,Inbound,Closed Won,1.0,18100.0,USD,2023-09-27,2023-12-26,2023-11-28,2023-11-28 15:41:00
O002709,Prime Logistics LLC - Analytics Platform,A0189,S012,Analytics Platform,Referral, Closed Lost ,0.0,15700.0,USD,2024-03-27,2024-06-06,2024-06-23,2024-06-23 16:53:00
O001028,Harbor Retail S.A. - Collaboration Tools,A0066,S016,Collaboration Tools,Referral,Closed Won,1.0,14300.0,USD,2025-02-01,2025-04-07,2025-04-21,2025-04-21 12:18:00
O000403,Zenith Industries GmbH - Support Plan,A0498,S009,Support Plan,Partner,Qualification,0.25,7600.0,USD,2025-05-17,2025-08-31,,2025-06-28 12:26:00
O001468,Silver Health Inc. - Collaboration Tools,A0036,S016,Collaboration Tools,Outbound,Closed Lost,0.0,22100.0,USD,2025-03-29,2025-07-04,2025-06-03,2025-06-03 13:51:00
O002494,Blue Learning Inc. - Cloud Suite,A0054,S032,Cloud Suite,Inbound,Closed Lost,0.0,28600.0,USD,2023-03-07,2023-05-28,2023-03-26,2023-03-26 16:39:00
O001954,Nile Markets Ltd - Support Plan,A0160,S016,Support Plan,Outbound,Closed Lost,0.0,5200.0,USD,2024-01-21,2024-03-27,2024-02-15,2024-02-15 15:33:00
O000533,Nile Health Inc. - Security Bundle,A0281,S018,Security Bundle,Outbound,Closed Won,1.0,24600.0,USD,2023-05-10,2023-09-07,2023-09-22,2023-09-22 16:07:00
O001226,Granite Pharma Holdings - Security Bundle,A0326,S031,Security Bundle,Outbound,Closed Won,1.0,21900.0,USD,2024-05-22,2024-09-02,2024-07-16,2024-07-16 15:26:00
O001621,Pioneer Learning Ltd - Security Bundle,A0079,S023,Security Bundle,Partner,Closed Lost,0.0,12800.0,USD,2024-08-14,2024-10-27,2024-09-13,2024-09-13 11:29:00
O000512,Coral Textiles Ltd - Collaboration Tools,A0428,S033,Collaboration Tools,Partner,Closed Lost,0.0,8500.0,usd,2025-02-14,2025-06-01,2025-06-04,2025-06-04 17:10:00
O001175,Harbor Pharma LLC 416 - Analytics Platform,A0417,S039,Analytics Platform,Inbound,Closed Won,1.0,28900.0,USD,2023-11-17,2024-01-21,2023-12-29,2023-12-29 13:16:00
O002196,Harbor Learning LLC - Analytics Platform,A0469,S027,Analytics Platform,Inbound,Closed Won,1.0,26300.0,USD,2024-01-30,2024-05-08,2024-02-26,2024-02-26 13:50:00
O000820,Coral Energy Group - Security Bundle,A0400,S013,Security Bundle,Outbound,Negotiation,0.75,,USD,2025-03-08,2025-06-19,,2025-06-25 16:43:00
O000600,Nova Systems Inc. - Support Plan,A0043,S022,Support Plan,Inbound,Closed Won,1.0,12600.0,USD,2023-12-15,2024-03-23,2024-03-20,2024-03-20 16:59:00
O002590,Prime Pharma GmbH - Analytics Platform,A0057,S006,Analytics Platform,Event,Proposal,0.5,43400.0,USD,2025-05-27,2025-07-22,,2025-06-28 10:58:00
O001658,Falcon Pharma GmbH - Collaboration Tools,A0277,S015,Collaboration Tools,Outbound,Closed Won,1.0,45400.0,USD,2023-07-18,2023-09-06,2023-09-04,2023-09-04 08:56:00
O000762,Coral Energy Ltd - Security Bundle,A0060,S040,Security Bundle,Outbound,Closed Lost,0.0,28800.0,USD,2023-05-15,2023-08-22,2023-08-05,2023-08-05 10:57:00
O001090,Harbor Markets Ltd - Analytics Platform,A0046,S028,Analytics Platform,Partner,Closed Lost,0.0,15500.0,USD,2024-06-18,2024-08-06,2024-09-02,2024-09-02 13:55:00
O001847,North Systems Group - Support Plan,A0436,S012,Support Plan,Inbound,Closed Lost,0.0,8800.0,USD,2024-03-07,2024-06-30,2024-04-02,2024-04-02 15:26:00
O000071,Atlas Capital Inc. - Analytics Platform,A0218,S010,Analytics Platform,Event,Closed Won,1.0,30200.0,USD,2024-11-18,2025-02-05,2024-12-31,2024-12-31 17:10:00
O002636,Nova Retail GmbH - Cloud Suite,A0092,S025,Cloud Suite,Partner,Closed Lost,0.0,52400.0,USD,2023-11-25,2024-03-24,2023-12-26,2023-12-26 18:50:00
O001768,Blue Health LLC - Cloud Suite,A0260,S031,Cloud Suite,Partner,Prospecting,0.1,18700.0,USD,2025-06-13,2025-09-23,,2025-06-24 12:32:00
O000760,Vertex Freight Ltd - Cloud Suite,A0143,S021,Cloud Suite,Partner,Closed Lost,0.0,33600.0,USD,2025-03-21,2025-07-08,2025-03-28,2025-03-28 17:30:00
O000795,Blue Studios GmbH - Security Bundle,A0413,S034,Security Bundle,Outbound,Closed Won,1.0,8400.0,USD,2025-03-07,2025-05-08,2025-04-26,2025-04-26 16:58:00
O000057,Vertex Systems Inc. - Security Bundle,A0163,S036,Security Bundle,Partner,Closed Lost,0.0,29900.0,USD,2023-02-09,2023-04-09,2023-03-08,2023-03-08 11:53:00
O002311,Lumen Consulting Holdings - Support Plan,A0039,S012,Support Plan,Outbound,Closed Lost,0.0,4800.0,USD,2024-05-27,2024-07-11,2024-06-14,2024-06-14 17:45:00
O002649,Nile Capital Co. 67 - Security Bundle,A0068,S036,Security Bundle,Partner,Closed Lost,0.0,16700.0,USD,2025-02-02,2025-05-02,2025-02-25,2025-02-25 16:04:00
O001363,Blue Health S.A. - Analytics Platform,A0497,S034,Analytics Platform,Event,Closed Lost,0.0,23800.0,USD,2023-01-13,2023-02-28,2023-02-09,2023-02-09 08:59:00
O001689,Nile Labs Group - Cloud Suite,A0339,S036,Cloud Suite,Event,Closed Lost,0.0,13800.0,usd,2025-03-08,2025-06-18,2025-04-07,2025-04-07 18:14:00
O001264,Prime Systems S.A. - Collaboration Tools,A0320,S011,Collaboration Tools,Outbound,Closed Lost,0.0,6500.0,USD,2025-05-04,2025-06-25,2025-05-19,2025-05-19 17:47:00
O001973,Nile Industries Ltd - Analytics Platform,A0257,S010,Analytics Platform,Partner,Closed Lost,0.0,31900.0,USD,2023-12-15,2024-01-29,2023-12-26,2023-12-26 18:15:00
O001755,Atlas Systems Group - Cloud Suite,A0103,S030,Cloud Suite,Outbound,Qualification,0.25,22800.0,USD,2025-05-30,2025-09-23,,2025-06-25 13:38:00
O000310,Nile Systems LLC - Collaboration Tools,A0128,S036,Collaboration Tools,Partner,Prospecting,0.1,8800.0,USD,2025-06-15,2025-08-17,,2025-06-24 13:18:00
O002319,Sahara Systems Co. - Analytics Platform,A0026,S033,Analytics Platform,Inbound,Closed Won,1.0,39900.0,USD,2023-06-05,2023-07-20,2023-09-17,2023-09-17 13:36:00
O001663,Summit Motors Holdings - Collaboration Tools,A0237,S004,Collaboration Tools,Partner,Qualification,0.25,7500.0,USD,2025-05-23,2025-09-19,,2025-06-29 17:09:00
O001538,Atlas Foods Inc. - Analytics Platform,A0467,S010,Analytics Platform,Outbound,Closed Lost,0.0,10800.0,USD,2024-10-10,2025-02-02,2024-12-18,2024-12-18 09:05:00
O000686,Silver Motors Ltd - Cloud Suite,A0238,S025,Cloud Suite,Partner,Closed Lost,0.0,34000.0,USD,2024-01-29,2024-05-08,2024-04-21,2024-04-21 10:15:00
O002044,Atlas Systems Group - Collaboration Tools,A0103,S030,Collaboration Tools,Partner,Closed Lost,0.0,13000.0,USD,2025-03-27,2025-06-29,2025-05-10,2025-05-10 14:59:00
O000394,Nile Capital Co. - Collaboration Tools,A0067,S020,Collaboration Tools,Outbound,Closed Won,1.0,14700.0,USD,2023-05-29,2023-09-25,2023-07-14,2023-07-14 10:35:00
O002788,Granite Motors S.A. - Cloud Suite,A0119,S004,Cloud Suite,Outbound,Closed Won,1.0,7600.0,USD,2025-02-02,2025-04-03,2025-05-28,2025-05-28 17:17:00
O001804,North Markets Holdings - Support Plan,A0222,S012,Support Plan,Outbound,Closed Won,1.0,12200.0,USD,2025-01-29,2025-05-12,2025-03-29,2025-03-29 16:56:00
O001703,Sahara Foods Co. - Security Bundle,A0324,S017,Security Bundle,Inbound,Closed Won,1.0,9000.0,USD,2025-03-01,2025-06-12,2025-03-17,2025-03-17 09:12:00
O001537,Nile Freight GmbH - Security Bundle,A0458,S040,Security Bundle,Partner,Prospecting,0.1,,USD,2025-06-08,2025-09-09,,2025-06-26 18:42:00
O002128,Granite Capital GmbH - Security Bundle,A0409,S018,Security Bundle,Inbound,Qualification,0.25,16300.0,USD,2025-05-26,2025-08-13,,2025-06-24 11:00:00
O001240,Blue Energy Ltd - Cloud Suite,A0433,S007,Cloud Suite,Outbound,Closed Lost,0.0,19500.0,USD,2025-03-21,2025-07-10,2025-04-26,2025-04-26 11:12:00
O002288,Granite Retail Co. - Security Bundle,A0438,S033,Security Bundle,Outbound,Closed Lost,0.0,40900.0,USD,2023-12-10,2024-01-29,2024-02-15,2024-02-15 18:08:00
O001816,Nile Retail Group - Cloud Suite,A0445,S011,Cloud Suite,Outbound,Closed Won,1.0,25300.0,USD,2023-06-26,2023-10-20,2023-11-19,2023-11-19 09:36:00
O001026,Zenith Pharma S.A. - Analytics Platform,A0231,S020,Analytics Platform,Partner,Closed Won,1.0,33100.0,USD,2025-03-06,2025-05-17,2025-06-10,2025-06-10 11:51:00
O000912,Falcon Pharma Inc. - Cloud Suite,A0191,S040,Cloud Suite,Outbound,Closed Won,1.0,11900.0,USD,2025-02-19,2025-06-25,2025-04-13,2025-04-13 16:53:00
O001511,Harbor Textiles GmbH - Security Bundle,A0263,S040,Security Bundle,Inbound,Closed Lost,0.0,18400.0,USD,2024-10-25,2025-01-31,2025-04-03,2025-04-03 18:52:00
O002960,Coral Textiles GmbH - Security Bundle,A0317,S021,Security Bundle,Partner,Proposal,0.5,40000.0,USD,2025-05-24,2025-08-04,,2025-06-27 11:15:00
O000719,Cedar Studios S.A. - Analytics Platform,A0279,S012,Analytics Platform,Outbound,Closed Lost,0.0,19500.0,USD,2025-04-03,2025-06-03,2025-05-25,2025-05-25 15:48:00
O002390,Nova Motors LLC 433 - Collaboration Tools,A0434,S031,Collaboration Tools,Partner,Closed Won,1.0,1600.0,USD,2024-12-18,2025-03-08,2025-03-07,2025-03-07 12:21:00
O002668,Vertex Labs S.A. - Support Plan,A0073,S009,Support Plan,Outbound,Closed Lost,0.0,6800.0,USD,2023-10-07,2023-11-23,2023-10-25,2023-10-25 11:16:00
O002154,Orbit Learning Inc. - Cloud Suite,A0179,S012,Cloud Suite,Inbound,Closed Won,1.0,36300.0,USD,2025-01-29,2025-04-15,2025-05-09,2025-05-09 14:29:00
O000437,Pioneer Industries LLC - Cloud Suite,A0373,S032,Cloud Suite,Event,Closed Lost,0.0,13400.0,USD,2024-06-02,2024-07-26,2024-06-15,2024-06-15 17:15:00
O002991,Zenith Retail Group - Collaboration Tools,A0388,S002,Collaboration Tools,Referral,closed lost,0.0,19400.0,USD,2025-03-19,2025-05-07,2025-06-18,2025-06-18 18:55:00
O000121,Granite Motors GmbH - Cloud Suite,A0091,S005,Cloud Suite,Partner,Prospecting,0.1,,USD,2025-06-23,2025-09-12,,2025-06-27 13:07:00
O002923,Nile Industries Ltd - Cloud Suite,A0257,S010,Cloud Suite,Partner,Closed Lost,0.0,10500.0,USD,2024-02-11,2024-05-26,2024-02-27,2024-02-27 18:16:00
O000791,Vertex Systems Holdings - Security Bundle,A0252,S027,Security Bundle,Inbound,Closed Lost,0.0,13400.0,USD,2025-04-28,2025-08-24,2025-05-14,2025-05-14 13:41:00
O001799,Vertex Logistics GmbH - Analytics Platform,A0162,S010,Analytics Platform,Referral,Proposal,0.5,24900.0,USD,2025-05-16,2025-07-23,,2025-06-29 10:14:00
O000756,Cedar Clinics Co. - Cloud Suite,A0074,S029,Cloud Suite,Inbound,Closed Lost,0.0,19800.0,USD,2023-05-18,2023-09-06,2023-07-13,2023-07-13 13:07:00
O001565,Harbor Clinics Co. - Security Bundle,A0009,S031,Security Bundle,Inbound,Closed Lost,0.0,8400.0,USD,2023-03-14,2023-07-16,2023-05-15,2023-05-15 09:30:00
O000314,North Capital Group - Collaboration Tools,A0346,S011,Collaboration Tools,Outbound,Prospecting,0.1,13700.0,USD,2025-06-24,2025-10-21,,2025-06-25 12:23:00
O001407,Silver Learning S.A. - Cloud Suite,A0215,S016,Cloud Suite,Partner,Closed Won,1.0,44500.0,USD,2023-11-02,2024-01-16,2023-12-08,2023-12-08 12:52:00
O000234,Granite Freight Inc. - Analytics Platform,A0364,S014,Analytics Platform,Outbound,Closed Lost,0.0,42100.0,USD,2023-06-05,2023-08-21,2023-09-20,2023-09-20 14:50:00
O001794,Nile Media Group - Collaboration Tools,A0348,S009,Collaboration Tools,Outbound,Closed Lost,0.0,28400.0,USD,2023-12-22,2024-04-14,2024-07-08,2024-07-08 09:09:00
O001592,Nile Markets Ltd - Collaboration Tools,A0160,S011,Collaboration Tools,Outbound,Closed Lost,0.0,8300.0,USD,2023-08-16,2023-12-15,2023-09-06,2023-09-06 14:34:00
O002857,Atlas Studios S.A. - Cloud Suite,A0023,S009,Cloud Suite,Partner,Closed Lost,0.0,10500.0,USD,2023-01-03,2023-03-27,2023-02-09,2023-02-09 14:02:00
O000681,Sahara Foods Co. - Cloud Suite,A0324,S017,Cloud Suite,Event,Closed Won,1.0,16600.0,USD,2024-01-23,2024-03-17,2024-02-29,2024-02-29 14:34:00
O000112,Vertex Hotels GmbH - Analytics Platform,A0121,S028,Analytics Platform,Referral,Closed Lost,0.0,27200.0,USD,2023-12-24,2024-04-12,2024-01-27,2024-01-27 17:46:00
O000858,Silver Studios Ltd - Support Plan,A0256,S002,Support Plan,Referral,Closed Lost,0.0,8200.0,USD,2024-04-30,2024-07-01,2024-05-12,2024-05-12 15:31:00
O002406,Falcon Health LLC - Collaboration Tools,A0338,S012,Collaboration Tools,Inbound,Prospecting,0.1,9700.0,USD,2025-06-15,2025-10-06,,2025-06-26 17:35:00
O000411,Delta Motors GmbH 465 - Analytics Platform,A0466,S020,Analytics Platform,Partner,Closed Lost,0.0,30500.0,USD,2025-05-05,2025-07-26,2025-06-02,2025-06-02 10:24:00
O000219,Coral Capital GmbH - Cloud Suite,A0220,S002,Cloud Suite,Partner,Closed Won,1.0,46300.0,USD,2023-01-20,2023-03-29,2023-07-03,2023-07-03 18:24:00
O002289,Sahara Systems Inc. - Collaboration Tools,A0487,S016,Collaboration Tools,Inbound,Closed Won,1.0,10400.0,USD,2023-09-26,2024-01-03,2023-12-31,2023-12-31 16:19:00
O001049,Coral Energy Inc. - Support Plan,A0115,S040,Support Plan,Partner,Closed Lost,0.0,6500.0,USD,2023-07-01,2023-08-20,2023-08-07,2023-08-07 14:53:00
O001843,Silver Energy LLC - Analytics Platform,A0020,S033,Analytics Platform,Partner,Closed Won,1.0,20800.0,USD,2023-02-17,2023-05-27,2023-08-21,2023-08-21 12:01:00
O002678,Prime Capital S.A. - Security Bundle,A0172,S009,Security Bundle,Event,Proposal,0.5,18800.0,USD,2025-04-20,2025-08-24,,2025-06-30 18:41:00
O002794,Lumen Learning Inc. - Cloud Suite,A0096,S005,Cloud Suite,Inbound,Proposal,0.5,32700.0,USD,2025-05-26,2025-08-04,,2025-06-28 14:38:00
O000473,Nile Retail Group - Cloud Suite,A0445,S009,Cloud Suite,Referral,Closed Lost,0.0,17500.0,USD,2025-02-25,2025-05-26,2025-04-28,2025-04-28 15:14:00
O001585,Harbor Studios Holdings - Cloud Suite,A0110,S035,Cloud Suite,Outbound,Closed Lost,0.0,-14700.0,USD,2024-03-23,2024-05-10,2024-04-07,2024-04-07 11:34:00
O000882,Silver Retail Ltd - Support Plan,A0451,S012,Support Plan,Event,Negotiation,0.75,9200.0,USD,2025-04-14,2025-06-14,,2025-06-28 17:26:00
O001966,Cedar Pharma Ltd - Support Plan,A0437,S001,Support Plan,Outbound,Closed Lost,0.0,9700.0,USD,2024-09-30,2025-01-16,2025-01-21,2025-01-21 18:55:00
O000599,Silver Clinics S.A. - Security Bundle,A0099,S019,Security Bundle,Outbound,Closed Lost,0.0,10500.0,USD,2025-01-25,2025-04-14,2025-03-10,2025-03-10 15:07:00
O001507,Zenith Media S.A. - Cloud Suite,A0276,S028,Cloud Suite,Outbound,Proposal,0.5,,USD,2025-05-15,2025-07-28,,2025-06-24 16:03:00
O001054,Nile Labs LLC - Collaboration Tools,A0150,S001,Collaboration Tools,Partner,Closed Lost,0.0,9800.0,USD,2023-11-11,2024-01-28,2023-12-26,2023-12-26 13:42:00
O001555,Cedar Hotels S.A. - Cloud Suite,A0369,S008,Cloud Suite,Event,Closed Lost,0.0,13400.0,USD,2025-02-04,2025-04-08,2025-03-26,2025-03-26 13:06:00
O000388,Orbit Pharma Holdings - Support Plan,A0460,S009,Support Plan,Outbound,Closed Lost,0.0,7200.0,USD,2023-06-14,2023-09-02,2023-07-17,2023-07-17 10:16:00
O000963,Atlas Clinics Ltd - Cloud Suite,A0010,S020,Cloud Suite,Referral,Closed Lost,0.0,20200.0,USD,2025-05-03,2025-08-01,2025-05-14,2025-05-14 14:35:00
O000603,Harbor Pharma LLC - Analytics Platform,A0098,S028,Analytics Platform,Inbound,Closed Lost,0.0,24200.0,USD,2025-06-13,2025-08-24,2025-06-23,2025-06-23 12:16:00
O001802,Falcon Textiles Ltd - Support Plan,A0141,S032,Support Plan,Partner,Closed Lost,0.0,6400.0,USD,2023-05-14,2023-07-28,2023-07-16,2023-07-16 14:52:00
O002534,Granite Capital LLC - Support Plan,A0212,S038,Support Plan,Inbound,Closed Lost,0.0,12400.0,USD,2024-08-05,2024-10-22,2024-09-13,2024-09-13 14:38:00
O001012,Summit Pharma S.A. - Analytics Platform,A0240,S008,Analytics Platform,Partner,Closed Lost,0.0,33200.0,USD,2025-05-13,2025-09-08,2025-06-09,2025-06-09 13:49:00
O000136,Falcon Freight Inc. - Cloud Suite,A0198,S017,Cloud Suite,Partner,Closed Won,1.0,22400.0,USD,2023-07-28,2023-12-01,2023-09-10,2023-09-10 09:19:00
O001375,North Motors GmbH - Cloud Suite,A0352,S034,Cloud Suite,Referral,Closed Won,1.0,8900.0,USD,2024-06-14,2024-10-09,2024-07-13,2024-07-13 16:09:00
O002770,Lumen Motors S.A. - Cloud Suite,A0341,S035,Cloud Suite,Inbound,Closed Lost,0.0,18100.0,USD,2024-11-06,2025-02-11,2024-12-08,2024-12-08 17:50:00
O001217,Prime Logistics Co. - Cloud Suite,A0007,S004,Cloud Suite,Partner,Closed Won,1.0,30900.0,USD,2023-12-18,2024-04-02,2024-05-25,2024-05-25 10:24:00
O002290,Sahara Hotels Co. - Analytics Platform,A0251,S020,Analytics Platform,Event,Prospecting,0.1,23800.0,USD,2025-06-17,2025-08-16,,2025-06-25 13:00:00
O000367,Atlas Clinics Group - Collaboration Tools,A0358,S032,Collaboration Tools,Inbound,Closed Lost,0.0,6900.0,USD,2023-11-07,2024-03-05,2023-12-11,2023-12-11 08:14:00
O000966,Summit Motors Group - Security Bundle,A0021,S023,Security Bundle,Outbound,Closed Lost,0.0,17200.0,USD,2025-05-12,2025-07-09,2025-06-14,2025-06-14 16:22:00
O000030,Falcon Industries Holdings - Support Plan,A0093,S003,Support Plan,Partner,Closed Won,1.0,11300.0,USD,2024-10-24,2025-01-16,2024-12-22,2024-12-22 11:36:00
O002539,North Textiles LLC - Collaboration Tools,A0496,S005,Collaboration Tools,Partner,Closed Lost,0.0,8900.0,USD,2023-07-26,2023-10-28,2023-08-24,2023-08-24 15:19:00
O000023,Vertex Studios Inc. - Cloud Suite,A0473,S019,Cloud Suite,Partner,Closed Lost,0.0,27900.0,USD,2024-07-26,2024-09-19,2024-09-01,2024-09-01 13:57:00
O001098,Coral Textiles S.A. - Analytics Platform,A0184,S001,Analytics Platform,Partner,Closed Won,1.0,80300.0,USD,2025-04-17,2025-07-03,2025-06-27,2025-06-27 16:50:00
O000977,Granite Capital LLC - Support Plan,A0212,S038,Support Plan,Inbound,Closed Won,1.0,15500.0,USD,2023-03-21,2023-05-14,2023-04-15,2023-04-15 17:22:00
O001411,Delta Systems LLC - Analytics Platform,A0210,S034,Analytics Platform,Outbound,Closed Lost,0.0,18400.0,USD,2024-03-17,2024-06-22,2024-05-17,2024-05-17 16:21:00
O000421,Silver Health Inc. - Collaboration Tools,A0036,S016,Collaboration Tools,Partner,Prospecting,0.1,7400.0,USD,2025-06-25,2025-10-16,,2025-06-24 18:10:00
O002045,Granite Systems GmbH - Cloud Suite,A0484,S037,Cloud Suite,Partner,Closed Lost,0.0,27800.0,USD,2024-01-25,2024-05-10,2024-02-10,2024-02-10 10:38:00
O000461,Orbit Studios Group - Cloud Suite,A0154,S018,Cloud Suite,Outbound,Closed Lost,0.0,31600.0,USD,2023-09-11,2023-11-15,2023-11-26,2023-11-26 16:59:00
O000044,Delta Markets LLC - Security Bundle,A0465,S017,Security Bundle,Outbound,Closed Won,1.0,15600.0,USD,2024-07-12,2024-10-02,2024-08-17,2024-08-17 14:35:00
O000088,Summit Logistics Inc. - Analytics Platform,A0063,S004,Analytics Platform,Event,Closed Lost,0.0,15300.0,USD,2023-10-20,2024-02-23,2023-11-28,2023-11-28 16:15:00
O002651,Summit Labs S.A. - Collaboration Tools,A0271,S023,Collaboration Tools,Inbound,Closed Lost,0.0,13100.0,USD,2023-08-25,2023-12-23,2023-10-11,2023-10-11 14:11:00
O001327,Orbit Studios LLC - Analytics Platform,A0332,S017,Analytics Platform,Partner,Closed Won,1.0,15300.0,USD,2023-09-02,2023-12-23,2023-10-22,2023-10-22 16:52:00
O000283,Sahara Systems Co. - Security Bundle,A0026,S009,Security Bundle,Inbound,Closed Won,1.0,14300.0,USD,2023-06-13,2023-10-15,2023-10-05,2023-10-05 10:58:00
O002936,Lumen Learning Inc. - Security Bundle,A0096,S005,Security Bundle,Inbound,Closed Won,1.0,64600.0,USD,2025-03-11,2025-06-17,2025-05-12,2025-05-12 16:38:00
O001890,Delta Health S.A. - Analytics Platform,A0077,S040,Analytics Platform,Partner,Negotiation,0.75,26900.0,USD,2025-03-10,2025-04-24,,2025-06-24 14:33:00
O000677,Silver Foods S.A. - Cloud Suite,A0116,S017,Cloud Suite,Outbound,Closed Lost,0.0,20800.0,usd,2023-10-22,2023-12-24,2023-11-27,2023-11-27 15:25:00
O002890,Harbor Markets Ltd - Cloud Suite,A0046,S028,Cloud Suite,Event,Closed Lost,0.0,9500.0,USD,2023-11-22,2024-01-27,2023-12-21,2023-12-21 09:21:00
O002926,Zenith Energy LLC - Security Bundle,A0088,S013,Security Bundle,Partner,Closed Lost,0.0,15200.0,USD,2025-04-01,2025-07-26,2025-06-21,2025-06-21 12:30:00
O000534,Lumen Logistics LLC - Cloud Suite,A0233,S033,Cloud Suite,Partner,Prospecting,0.1,22600.0,USD,2025-06-16,2025-09-04,,2025-06-25 12:19:00
O002876,North Studios Co. - Analytics Platform,A0464,S029,Analytics Platform,Event,Closed Lost,0.0,47900.0,USD,2025-04-02,2025-05-25,2025-05-18,2025-05-18 18:39:00
O002488,Cedar Health S.A. - Security Bundle,A0357,S001,Security Bundle,Partner,Closed Lost,0.0,13300.0,USD,2025-05-23,2025-07-22,2025-06-07,2025-06-07 13:23:00
O001242,Zenith Hotels Ltd - Analytics Platform,A0152,S038,Analytics Platform,Inbound,Closed Lost,0.0,23600.0,USD,2024-12-30,2025-02-27,2025-02-06,2025-02-06 10:46:00
O002426,Falcon Energy Co. - Cloud Suite,A0230,S008,Cloud Suite,Partner,Closed Won,1.0,20700.0,USD,2025-04-22,29/07/2025,2025-06-11,2025-06-11 15:30:00
O002145,Harbor Motors Inc. 216 - Collaboration Tools,A0217,S025,Collaboration Tools,Event,Closed Lost,0.0,6900.0,USD,2023-12-30,2024-04-18,2024-01-23,2024-01-23 14:44:00
O001979,Blue Learning Inc. - Collaboration Tools,A0054,S032,Collaboration Tools,Inbound,Closed Won,1.0,5100.0,USD,2025-03-21,2025-07-17,2025-05-11,2025-05-11 12:19:00
O002064,Prime Consulting Ltd - Security Bundle,A0440,S009,Security Bundle,Outbound,Closed Lost,0.0,35900.0,USD,2024-10-20,2025-02-18,2024-12-04,2024-12-04 11:53:00
O000931,Lumen Motors S.A. - Security Bundle,A0341,S035,Security Bundle,Partner,Closed Won,1.0,10900.0,USD,2025-01-02,2025-04-02,2025-04-07,2025-04-07 12:13:00
O001629,Granite Systems GmbH - Cloud Suite,A0484,S037,Cloud Suite,Partner,Closed Won,1.0,23800.0,USD,2023-09-11,2023-12-30,2023-10-29,2023-10-29 13:06:00
O001672,Vertex Health S.A. - Security Bundle,A0090,S027,Security Bundle,Outbound,Closed Lost,0.0,10400.0,USD,2024-10-05,2025-01-01,2024-11-01,2024-11-01 16:48:00
O001214,Granite Motors GmbH - Analytics Platform,A0091,S005,Analytics Platform,Partner,Closed Lost,0.0,64100.0,USD,2025-01-08,2025-03-23,2025-04-15,2025-04-15 18:12:00
O002224,Coral Retail Inc. - Security Bundle,A0012,S008,Security Bundle,Referral,Closed Won,1.0,10400.0,USD,2023-09-27,2023-12-05,2024-02-23,2024-02-23 14:43:00
O000671,Vertex Logistics GmbH - Cloud Suite,A0162,S010,Cloud Suite,Event,Closed Lost,0.0,16400.0,USD,2024-03-12,2024-06-27,2024-04-10,2024-04-10 11:26:00
O001393,Falcon Textiles Ltd - Support Plan,A0141,S032,Support Plan,Partner,Closed Lost,0.0,8300.0,USD,2025-02-12,2025-04-08,2025-03-01,2025-03-01 10:22:00
O000222,North Freight LLC 329 - Cloud Suite,A0330,S037,Cloud Suite,Inbound,Proposal,0.5,12600.0,USD,2025-05-24,2025-07-30,,2025-06-30 09:22:00
O000544,Summit Freight Group - Analytics Platform,A0142,S035,Analytics Platform,Partner,Closed Lost,0.0,21400.0,USD,2023-02-25,2023-06-13,2023-04-13,2023-04-13 18:18:00
O002724,Granite Pharma LLC - Support Plan,A0329,S038,Support Plan,Referral,Negotiation,0.75,25100.0,USD,2025-03-09,2025-06-16,,2025-06-29 17:57:00
O002698,Coral Energy Holdings - Support Plan,A0139,S002,Support Plan,Partner,Proposal,0.5,7200.0,USD,2025-05-27,2025-07-27,,2025-06-27 17:19:00
O000622,Cedar Health S.A. - Cloud Suite,A0357,S001,Cloud Suite,Partner,Closed Lost,0.0,10100.0,USD,2023-08-11,2023-11-11,2023-10-25,2023-10-25 18:18:00
O001106,Zenith Hotels Co. - Security Bundle,A0247,S018,Security Bundle,Event,Closed Lost,0.0,25900.0,USD,2023-05-25,2023-08-14,2023-07-07,2023-07-07 17:21:00
O001428,Nile Capital Co. - Analytics Platform,A0067,S020,Analytics Platform,Outbound,Closed Lost,0.0,23000.0,USD,2025-03-16,2025-05-23,2025-04-06,2025-04-06 18:38:00
O001447,Coral Capital GmbH - Security Bundle,A0220,S002,Security Bundle,Event,Closed Won,1.0,20900.0,USD,2023-04-26,2023-08-05,2023-11-20,2023-11-20 18:51:00
O002536,Blue Industries Group - Collaboration Tools,A0214,S029,Collaboration Tools,Outbound,Closed Won,1.0,15800.0,USD,2025-05-19,2025-08-12,2025-06-03,2025-06-03 09:02:00
O001776,Delta Capital Ltd - Cloud Suite,A0194,S037,Cloud Suite,Partner,Closed Lost,0.0,40300.0,USD,2023-07-08,2023-10-12,2023-08-19,2023-08-19 13:56:00
O002410,Sahara Logistics Group - Analytics Platform,A0488,S027,Analytics Platform,Event,Closed Won,1.0,68500.0,USD,2025-04-02,2025-06-28,2025-05-15,2025-05-15 08:20:00
O001810,Atlas Hotels GmbH - Security Bundle,A0241,S018,Security Bundle,Inbound,Closed Lost,0.0,9500.0,USD,2024-08-22,2024-12-17,2024-09-29,2024-09-29 16:11:00
