activity_id,opportunity_id,seller_id,activity_type,activity_ts,duration_minutes
ACT0004056,O000665,S027,Call,2024-08-29 15:51:00,35
ACT0004057,O000666,S033,Demo,2023-12-23 10:41:00,80
ACT0004058,O000666,S033,Email,2023-11-23 14:39:00,0
ACT0004059,O000666,S033,Email,2023-10-26 18:33:00,0
ACT0004060,O000666,S033,Email,2023-12-25 18:02:00,0
ACT0004061,O000666,S033,Email,2023-10-22 08:02:00,0
ACT0004062,O000667,S039,Email,2024-06-05 13:43:00,0
ACT0004063,O000667,S039,Email,2024-08-13 09:55:00,0
ACT0004064,O000667,S039,Email,2024-06-26 14:17:00,0
ACT0004065,O000667,S039,Meeting,2024-07-21 15:00:00,87
ACT0004066,O000667,S039,Email,2024-07-13 08:47:00,0
ACT0004067,O000667,S039,Call,2024-07-08 14:03:00,31
ACT0004068,O000667,S039,Call,2024-07-18 14:37:00,5
ACT0004069,O000667,S039,Meeting,2024-08-22 13:29:00,33
ACT0004070,O000668,S023,Demo,2025-03-12 11:42:00,83
ACT0004071,O000668,S023,Call,2025-02-27 08:22:00,7
ACT0004072,O000669,S008,Email,2024-06-23 09:27:00,0
ACT0004073,O000669,S008,Demo,2024-06-14 10:10:00,67
ACT0004074,O000669,S008,Call,2024-06-10 17:29:00,40
ACT0004075,O000669,S008,Email,2024-06-09 16:40:00,0
ACT0004076,O000670,S028,Email,2023-06-23 09:10:00,0
ACT0004077,O000670,S028,Call,2023-06-10 08:24:00,12
ACT0004078,O000670,S028,Call,2023-06-04 18:11:00,41
ACT0004079,O000670,S028,Meeting,2023-07-26 09:55:00,75
ACT0004080,O000670,S028,Meeting,2023-05-27 12:32:00,37
ACT0004081,O000671,S010,Call,2024-03-18 10:43:00,8
ACT0004082,O000671,S010,Email,2024-04-08 13:13:00,0
ACT0004083,O000671,S010,Demo,2024-03-25 17:00:00,111
ACT0004084,O000671,S010,Email,2024-04-09 14:25:00,0
ACT0004085,O000671,S010,Email,2024-03-23 09:54:00,0
ACT0004086,O000671,S010,Meeting,2024-03-26 18:30:00,72
ACT0004087,O000671,S010,Meeting,2024-04-10 16:51:00,40
ACT0004088,O000672,S033,Demo,2025-06-22 14:36:00,102
ACT0004089,O000672,S033,Call,2025-06-20 17:30:00,29
ACT0004090,O000672,S033,Call,2025-06-24 13:43:00,35
ACT0004091,O000672,S033,Demo,2025-06-21 13:35:00,54
ACT0004092,O000673,S031,Demo,2024-12-31 08:31:00,85
ACT0004093,O000673,S031,Email,2025-02-05 18:03:00,0
ACT0004094,O000673,S031,Meeting,2025-01-17 14:32:00,88
ACT0004095,O000673,S031,Email,2024-12-13 10:59:00,0
ACT0004096,O000673,S031,Email,2025-03-13 14:09:00,0
ACT0004097,O000673,S031,Email,2025-03-15 14:00:00,0
ACT0004098,O000673,S031,Call,2025-03-15 16:32:00,41
ACT0004099,O000673,S031,Email,2025-01-12 17:24:00,0
ACT0004100,O000673,S031,Email,2025-03-08 12:01:00,0
ACT0004101,O000673,S031,Email,2024-12-11 17:46:00,0
ACT0004102,O000674,S027,Call,2024-11-29 15:06:00,16
ACT0004103,O000674,S027,Email,2024-11-22 09:10:00,0
ACT0004104,O000674,S027,Email,2024-11-15 17:36:00,0
ACT0004105,O000674,S027,Email,2024-11-11 16:13:00,0
ACT0004106,O000674,S027,Email,2024-12-05 16:39:00,0
ACT0004107,O000674,S027,Call,2024-12-05 13:32:00,22
ACT0004108,O000674,S027,Email,2024-11-23 11:34:00,0
ACT0004109,O000674,S027,Call,2024-12-03 12:31:00,30
ACT0004110,O000674,S027,Meeting,2024-11-19 12:16:00,47
ACT0004111,O000674,S027,Call,2024-11-25 17:01:00,38
ACT0004112,O000674,S027,Demo,2024-11-22 09:01:00,57
ACT0004113,O000674,S027,Call,2024-11-15 16:18:00,40
ACT0004114,O000674,S027,Email,2024-12-07 10:39:00,0
ACT0004115,O000675,S012,Email,2023-05-08 12:58:00,0
ACT0004116,O000675,S012,Meeting,2023-05-19 08:54:00,36
ACT0004117,O000675,S012,Demo,2023-07-01 14:43:00,95
ACT0004118,O000675,S012,Meeting,2023-07-02 15:10:00,61
ACT0004119,O000676,S024,Email,2025-02-13 17:17:00,0
ACT0004120,O000676,S024,Email,2025-02-12 14:54:00,0
ACT0004121,O000676,S024,Meeting,2025-02-05 15:06:00,80
ACT0004122,O000676,S024,Meeting,2025-01-24 11:11:00,66
ACT0004123,O000676,S024,Email,2025-01-16 08:38:00,0
ACT0004124,O000677,S017,Call,2023-11-05 10:44:00,9
ACT0004125,O000677,S017,Email,2023-11-06 16:02:00,0
ACT0004126,O000677,S017,Call,2023-10-30 14:14:00,31
ACT0004127,O000677,S017,Meeting,2023-11-18 12:11:00,38
ACT0004128,O000677,S017,Email,2023-11-20 11:56:00,0
ACT0004129,O000677,S017,Email,2023-11-09 14:49:00,0
ACT0004130,O000678,S016,Email,2024-07-16 10:12:00,0
ACT0004131,O000678,S016,Call,2024-08-03 08:08:00,42
ACT0004132,O000678,S016,Email,2024-07-08 15:25:00,0
ACT0004133,O000678,S016,Call,2024-07-18 15:41:00,21
ACT0004134,O000679,S030,Email,2024-09-17 11:31:00,0
ACT0004135,O000679,S030,Call,2024-08-29 15:51:00,38
ACT0004136,O000679,S030,Email,2024-08-09 16:56:00,0
ACT0004137,O000680,S009,Call,2023-03-19 09:39:00,16
ACT0004138,O000680,S009,Meeting,2023-04-02 08:06:00,86
ACT0004139,O000680,S009,Email,2023-03-13 10:51:00,0
ACT0004140,O000680,S009,Call,2023-03-25 13:19:00,18
ACT0004141,O000680,S009,Meeting,2023-05-26 09:41:00,37
ACT0004142,O000680,S009,Email,2023-05-06 16:41:00,0
ACT0004143,O000681,S017,Email,2024-01-28 10:45:00,0
ACT0004144,O000681,S017,Email,2024-02-01 08:33:00,0
ACT0004145,O000681,S017,Email,2024-02-25 09:11:00,0
ACT0004146,O000681,S017,Email,2024-02-14 11:16:00,0
ACT0004147,O000681,S017,Call,2024-02-02 15:49:00,36
ACT0004148,O000681,S017,Call,2024-02-26 18:29:00,30
ACT0004149,O000682,S006,Call,2025-05-17 17:56:00,36
ACT0004150,O000682,S006,Demo,2025-05-26 12:34:00,87
ACT0004151,O000682,S006,Call,2025-05-19 14:46:00,44
ACT0004152,O000682,S006,Email,2025-05-20 10:03:00,0
ACT0004153,O000682,S006,Email,2025-05-22 13:38:00,0
ACT0004154,O000682,S006,Call,2025-05-28 12:56:00,10
ACT0004155,O000682,S006,Call,2025-05-17 17:36:00,9
ACT0004156,O000682,S006,Call,2025-05-21 14:41:00,17
ACT0004157,O000682,S006,Email,2025-05-28 13:49:00,0
ACT0004158,O000683,S010,Call,2025-04-01 11:52:00,5
ACT0004159,O000683,S010,Email,2025-02-14 12:01:00,0
ACT0004160,O000683,S010,Demo,2025-03-14 12:05:00,109
ACT0004161,O000683,S010,Email,2025-02-11 08:52:00,0
ACT0004162,O000683,S010,Call,2025-04-08 17:36:00,31
ACT0004163,O000683,S010,Call,2025-02-18 16:54:00,9
ACT0004164,O000683,S010,Email,2025-03-17 17:18:00,0
ACT0004165,O000683,S010,Meeting,2025-03-08 11:13:00,82
ACT0004166,O000684,S015,Call,2025-03-08 12:33:00,39
ACT0004167,O000684,S015,Call,2025-03-22 09:25:00,29
ACT0004168,O000684,S015,Call,2025-04-04 08:45:00,32
ACT0004169,O000684,S015,Email,2025-05-02 11:29:00,0
ACT0004170,O000685,S033,Call,2025-05-25 14:28:00,29
ACT0004171,O000685,S033,Meeting,2025-04-27 10:18:00,86
ACT0004172,O000685,S033,Call,2025-03-20 15:55:00,17
ACT0004173,O000685,S033,Email,2025-05-23 10:58:00,0
ACT0004174,O000685,S033,Call,2025-04-20 15:41:00,29
ACT0004175,O000685,S033,Call,2025-03-29 17:08:00,25
ACT0004176,O000685,S033,Demo,2025-03-22 13:44:00,69
ACT0004177,O000686,S025,Call,2024-04-20 15:40:00,22
ACT0004178,O000686,S025,Email,2024-02-21 18:26:00,0
ACT0004179,O000686,S025,Email,2024-03-18 18:09:00,0
ACT0004180,O000686,S025,Meeting,2024-03-16 14:39:00,36
ACT0004181,O000686,S025,Call,2024-02-07 14:25:00,24
ACT0004182,O000686,S025,Meeting,2024-02-18 14:11:00,61
ACT0004183,O000686,S025,Call,2024-04-06 17:37:00,35
ACT0004184,O000687,S033,Meeting,2025-03-30 08:48:00,87
ACT0004185,O000687,S033,Email,2025-04-12 08:07:00,0
ACT0004186,O000687,S033,Email,2025-04-05 12:22:00,0
ACT0004187,O000687,S033,Email,2025-04-07 12:41:00,0
ACT0004188,O000688,S024,Email,2024-04-05 09:33:00,0
ACT0004189,O000688,S024,Call,2024-03-14 16:10:00,8
ACT0004190,O000688,S024,Meeting,2024-04-24 11:20:00,39
ACT0004191,O000688,S024,Email,2024-05-07 14:15:00,0
ACT0004192,O000688,S024,Call,2024-03-19 09:49:00,35
ACT0004193,O000688,S024,Call,2024-03-11 10:54:00,20
ACT0004194,O000689,S025,Call,2025-03-19 17:45:00,40
ACT0004195,O000689,S025,Email,2025-05-26 10:51:00,0
ACT0004196,O000689,S025,Call,2025-03-07 08:46:00,29
ACT0004197,O000689,S025,Call,2025-04-16 18:53:00,12
ACT0004198,O000689,S025,Email,2025-04-17 13:02:00,0
ACT0004199,O000689,S025,Call,2025-03-20 13:10:00,25
ACT0004200,O000689,S025,Meeting,2025-05-27 17:50:00,60
ACT0004201,O000689,S025,Email,2025-03-23 17:25:00,0
ACT0004202,O000689,S025,Call,2025-05-27 12:03:00,9
ACT0004203,O000689,S025,Email,2025-03-25 18:28:00,0
ACT0004204,O000690,S034,Email,2024-07-26 18:21:00,0
ACT0004205,O000690,S034,Call,2024-07-15 13:29:00,40
ACT0004206,O000690,S034,Email,2024-07-12 17:43:00,0
ACT0004207,O000690,S034,Email,2024-06-13 12:40:00,0
ACT0004208,O000690,S034,Meeting,2024-07-23 12:28:00,65
ACT0004209,O000691,S002,Call,2024-10-23 12:09:00,19
ACT0004210,O000691,S002,Call,2024-10-09 11:48:00,26
ACT0004211,O000691,S002,Call,2024-11-07 15:18:00,41
ACT0004212,O000691,S002,Call,2024-10-18 14:05:00,12
ACT0004213,O000691,S002,Meeting,2024-10-27 09:19:00,79
ACT0004214,O000691,S002,Email,2024-10-29 13:31:00,0
ACT0004215,O000691,S002,Call,2024-10-25 10:37:00,35
ACT0004216,O000691,S002,Email,2024-10-30 18:58:00,0
ACT0004217,O000692,S020,Email,2024-11-23 12:40:00,0
ACT0004218,O000692,S020,Meeting,2024-11-04 13:56:00,79
ACT0004219,O000692,S020,Email,2024-11-11 18:17:00,0
ACT0004220,O000692,S020,Email,2024-11-21 12:14:00,0
ACT0004221,O000692,S020,Email,2024-11-18 12:39:00,0
ACT0004222,O000692,S020,Call,2024-11-27 14:31:00,21
ACT0004223,O000692,S020,Demo,2024-11-09 15:35:00,116
ACT0004224,O000692,S020,Call,2024-11-15 13:12:00,42
ACT0004225,O000692,S020,Email,2024-11-08 08:35:00,0
ACT0004226,O000693,S021,Email,2024-11-12 13:44:00,0
ACT0004227,O000693,S021,Email,2024-12-02 17:58:00,0
ACT0004228,O000693,S021,Meeting,2024-12-21 08:27:00,72
ACT0004229,O000693,S021,Email,2024-10-29 12:51:00,0
ACT0004230,O000694,S022,Call,2025-02-16 15:10:00,10
ACT0004231,O000694,S022,Call,2025-01-17 18:54:00,13
ACT0004232,O000694,S022,Email,2024-12-13 10:37:00,0
ACT0004233,O000694,S022,Email,2024-12-30 12:47:00,0
ACT0004234,O000694,S022,Meeting,2024-11-19 12:34:00,33
ACT0004235,O000694,S022,Demo,2025-01-27 18:54:00,80
ACT0004236,O000694,S022,Email,2024-11-28 13:30:00,0
ACT0004237,O000694,S022,Meeting,2024-12-19 12:06:00,54
ACT0004238,O000694,S022,Call,2024-12-09 14:02:00,25
ACT0004239,O000694,S022,Call,2024-11-21 18:39:00,39
ACT0004240,O000694,S022,Call,2024-12-26 16:06:00,7
ACT0004241,O000694,S022,Email,2025-01-20 10:33:00,0
ACT0004242,O000695,S025,Demo,2024-02-05 16:36:00,92
ACT0004243,O000695,S025,Email,2023-12-14 08:10:00,0
ACT0004244,O000696,S002,Call,2023-10-14 15:43:00,26
ACT0004245,O000696,S002,Email,2023-10-18 18:41:00,0
ACT0004246,O000696,S002,Meeting,2023-10-27 09:57:00,79
ACT0004247,O000696,S002,Email,2023-10-09 09:48:00,0
ACT0004248,O000696,S002,Email,2023-10-03 09:34:00,0
ACT0004249,O000697,S029,Meeting,2024-04-18 08:47:00,48
ACT0004250,O000697,S029,Email,2024-04-18 13:10:00,0
ACT0004251,O000697,S029,Email,2024-04-09 12:46:00,0
ACT0004252,O000697,S029,Email,2024-05-07 14:22:00,0
ACT0004253,O000697,S029,Call,2024-05-06 16:29:00,42
ACT0004254,O000697,S029,Email,2024-04-03 14:33:00,0
ACT0004255,O000697,S029,Call,2024-03-29 17:43:00,11
ACT0004256,O000697,S029,Demo,2024-04-17 10:03:00,105
ACT0004257,O000698,S026,Email,2025-04-13 17:44:00,0
ACT0004258,O000698,S026,Call,2025-04-11 16:20:00,19
ACT0004259,O000698,S026,Meeting,2025-03-16 09:14:00,84
ACT0004260,O000698,S026,Demo,2025-03-29 12:57:00,46
ACT0004261,O000698,S026,Email,2025-04-01 12:27:00,0
ACT0004262,O000699,S038,Email,2024-07-15 11:36:00,0
ACT0004263,O000699,S038,Call,2024-07-14 18:01:00,17
ACT0004264,O000699,S038,Meeting,2024-07-12 13:23:00,63
ACT0004265,O000699,S038,Call,2024-07-17 17:37:00,16
ACT0004266,O000699,S038,Call,2024-07-25 13:14:00,26
ACT0004267,O000699,S038,Meeting,2024-07-15 09:41:00,63
ACT0004268,O000699,S038,Call,2024-07-24 10:22:00,36
ACT0004269,O000699,S038,Meeting,2024-07-20 16:33:00,82
ACT0004270,O000699,S038,Call,2024-07-15 08:52:00,33
ACT0004271,O000699,S038,Call,2024-07-16 12:37:00,23
ACT0004272,O000700,S023,Email,2025-04-08 09:05:00,0
ACT0004273,O000700,S023,Meeting,2025-04-14 09:37:00,60
ACT0004274,O000700,S023,Email,2025-03-26 12:36:00,0
ACT0004275,O000700,S023,Call,2025-04-17 13:13:00,41
ACT0004276,O000701,S031,Call,2024-04-25 09:58:00,15
ACT0004277,O000701,S031,Call,2024-05-11 15:01:00,42
ACT0004278,O000701,S031,Meeting,2024-05-06 12:19:00,85
ACT0004279,O000701,S031,Email,2024-05-11 15:19:00,0
ACT0004280,O000701,S031,Email,2024-04-13 17:04:00,0
ACT0004281,O000701,S031,Email,2024-05-07 10:35:00,0
ACT0004282,O000701,S031,Email,2024-04-14 12:49:00,0
ACT0004283,O000701,S031,Demo,2024-05-10 09:34:00,62
ACT0004284,O000701,S031,Call,2024-04-22 14:27:00,20
ACT0004285,O000701,S031,Demo,2024-05-10 17:08:00,101
ACT0004286,O000702,S004,Email,2024-07-19 14:25:00,0
ACT0004287,O000702,S004,Call,2024-06-26 16:06:00,24
ACT0004288,O000702,S004,Demo,2024-06-09 18:12:00,77
ACT0004289,O000702,S004,Email,2024-07-12 13:04:00,0
ACT0004290,O000702,S004,Call,2022-03-25 12:43:00,32
ACT0004291,O000702,S004,Call,2024-07-04 17:43:00,42
ACT0004292,O000702,S004,Demo,2024-07-23 17:40:00,55
ACT0004293,O000702,S004,Email,2024-07-10 16:37:00,0
ACT0004294,O000703,S018,Email,2024-12-19 17:00:00,0
ACT0004295,O000703,S018,Email,2024-12-09 08:59:00,0
ACT0004296,O000703,S018,Email,2024-11-08 18:48:00,0
ACT0004297,O000703,S018,Email,2024-11-18 08:58:00,0
ACT0004298,O000703,S018,Call,2024-11-16 15:31:00,14
ACT0004299,O000703,S018,Call,2024-11-13 14:23:00,25
ACT0004300,O000704,S016,Email,2025-03-31 14:07:00,0
ACT0004301,O000704,S016,Meeting,2025-04-11 16:57:00,40
ACT0004302,O000704,S016,Meeting,2025-04-02 14:31:00,82
ACT0004303,O000704,S016,Email,2025-03-21 15:29:00,0
ACT0004304,O000704,S016,Call,2025-04-04 16:15:00,24
ACT0004305,O000704,S016,Email,2025-04-13 16:20:00,0
ACT0004306,O000704,S016,Call,2025-03-20 13:12:00,38
ACT0004307,O000704,S016,Email,2025-03-22 08:10:00,0
ACT0004308,O000704,S016,Email,2025-03-26 11:28:00,0
ACT0004309,O000704,S016,Call,2025-03-22 15:33:00,16
ACT0004310,O000704,S016,Call,2025-04-05 16:14:00,32
ACT0004311,O000705,S034,Call,2025-06-11 18:38:00,21
ACT0004312,O000705,S034,Email,2025-06-28 16:06:00,0
ACT0004313,O000705,S034,Call,2025-06-15 09:41:00,42
ACT0004314,O000706,S002,Demo,2023-09-23 11:54:00,105
ACT0004315,O000706,S002,Email,2023-07-25 14:40:00,0
ACT0004316,O000706,S002,Email,2023-08-27 09:25:00,0
ACT0004317,O000706,S002,Email,2023-08-17 15:36:00,0
ACT0004318,O000707,S016,Email,2023-07-09 12:53:00,0
ACT0004319,O000707,S016,Email,2023-09-03 10:59:00,0
ACT0004320,O000708,S019,Email,2025-06-02 17:18:00,0
ACT0004321,O000708,S019,Call,2025-06-09 11:59:00,6
ACT0004322,O000708,S019,Call,2025-06-27 08:10:00,19
ACT0004323,O000708,S019,Email,2025-06-14 08:21:00,0
ACT0004324,O000708,S019,Demo,2025-06-17 09:44:00,99
ACT0004325,O000709,S009,Demo,2024-02-11 14:55:00,108
ACT0004326,O000709,S009,Call,2024-01-17 09:08:00,42
ACT0004327,O000709,S009,Email,2024-01-12 12:18:00,0
ACT0004328,O000709,S009,Call,2024-01-09 09:19:00,42
ACT0004329,O000709,S009,Meeting,2023-12-18 08:00:00,30
ACT0004330,O000709,S009,Call,2024-02-05 08:49:00,33
ACT0004331,O000709,S009,Email,2024-02-09 16:39:00,0
ACT0004332,O000709,S009,Demo,2024-02-09 15:25:00,96
ACT0004333,O000710,S005,Call,2024-04-22 16:38:00,16
ACT0004334,O000710,S005,Meeting,2024-03-07 18:41:00,51
ACT0004335,O000710,S005,Email,2024-03-30 10:19:00,0
ACT0004336,O000710,S005,Call,2024-04-21 13:13:00,30
ACT0004337,O000710,S005,Email,2024-04-05 18:05:00,0
ACT0004338,O000710,S005,Call,2024-05-04 14:01:00,28
ACT0004339,O000710,S005,Email,2024-03-13 18:13:00,0
ACT0004340,O000710,S005,Email,2024-03-13 18:48:00,0
ACT0004341,O000711,S034,Call,2024-09-04 15:49:00,35
ACT0004342,O000711,S034,Meeting,2024-09-26 11:49:00,82
ACT0004343,O000711,S034,Email,2024-08-26 08:54:00,0
ACT0004344,O000711,S034,Meeting,2024-08-26 15:10:00,45
ACT0004345,O000711,S034,Email,2024-08-22 15:03:00,0
ACT0004346,O000711,S034,Demo,2024-08-22 16:23:00,86
ACT0004347,O000711,S034,Call,2024-09-14 13:24:00,10
ACT0004348,O000712,S024,Demo,2023-06-13 11:31:00,104
ACT0004349,O000712,S024,Email,2023-05-09 17:20:00,0
ACT0004350,O000712,S024,Call,2023-11-05 14:11:00,5
ACT0004351,O000712,S024,Email,2023-10-28 15:16:00,0
ACT0004352,O000712,S024,Email,2023-07-14 08:18:00,0
ACT0004353,O000712,S024,Demo,2023-07-28 15:08:00,91
ACT0004354,O000713,S009,Call,2025-05-06 16:51:00,18
ACT0004355,O000713,S009,Email,2025-05-02 14:04:00,0
ACT0004356,O000713,S009,Call,2025-05-02 15:06:00,28
ACT0004357,O000713,S009,Email,2025-05-01 14:40:00,0
ACT0004358,O000713,S009,Email,2025-05-02 13:07:00,0
ACT0004359,O000713,S009,Email,2025-05-01 11:27:00,0
ACT0004360,O000713,S009,Call,2025-05-06 12:32:00,26
ACT0004361,O000713,S009,Demo,2025-05-05 15:37:00,116
ACT0004362,O000713,S009,Call,2025-04-30 15:18:00,23
ACT0004363,O000714,S022,Email,2023-05-10 16:18:00,0
ACT0004364,O000714,S022,Call,2023-05-13 10:52:00,22
ACT0004365,O000714,S022,Email,2023-04-29 16:44:00,0
ACT0004366,O000715,S014,Demo,2024-09-02 18:19:00,109
ACT0004367,O000715,S014,Demo,2024-08-31 12:46:00,95
ACT0004368,O000715,S014,Call,2024-09-10 13:58:00,41
ACT0004369,O000715,S014,Email,2024-08-29 15:26:00,0
ACT0004370,O000715,S014,Meeting,2024-08-30 14:47:00,78
ACT0004371,O000715,S014,Call,2024-09-04 08:49:00,32
ACT0004372,O000715,S014,Meeting,2024-09-14 17:43:00,80
ACT0004373,O000715,S014,Meeting,2024-09-05 08:53:00,64
ACT0004374,O000715,S014,Call,2024-08-18 11:28:00,27
ACT0004375,O000715,S014,Meeting,2024-08-28 08:42:00,30
ACT0004376,O000715,S014,Demo,2024-08-20 15:54:00,118
ACT0004377,O000716,S031,Email,2023-10-21 09:08:00,0
ACT0004378,O000716,S031,Meeting,2023-12-13 11:21:00,35
ACT0004379,O000717,S012,Email,2024-01-25 18:09:00,0
ACT0004380,O000717,S012,Email,2024-03-16 15:58:00,0
ACT0004381,O000717,S012,Email,2024-01-28 13:57:00,0
ACT0004382,O000717,S012,Demo,2024-02-13 09:22:00,51
ACT0004383,O000717,S012,Call,2024-02-22 09:27:00,37
ACT0004384,O000717,S012,Email,2024-03-14 18:18:00,0
ACT0004385,O000718,S029,Call,2023-04-05 10:56:00,27
ACT0004386,O000718,S029,Call,2023-04-05 15:11:00,11
ACT0004387,O000719,S012,Email,2025-04-21 18:10:00,0
ACT0004388,O000719,S012,Email,2025-04-16 11:25:00,0
ACT0004389,O000719,S012,Email,2025-05-03 10:02:00,0
ACT0004390,O000719,S012,Call,2025-05-13 08:31:00,13
ACT0004391,O000719,S012,Call,2025-05-25 14:27:00,44
ACT0004392,O000719,S012,Meeting,2025-04-03 12:51:00,85
ACT0004393,O000719,S012,Demo,2025-04-22 14:28:00,71
ACT0004394,O000719,S012,Meeting,2025-04-05 18:37:00,65
ACT0004395,O000719,S012,Demo,2025-05-25 15:53:00,60
ACT0004396,O000719,S012,Meeting,2025-05-09 18:08:00,38
ACT0004397,O000719,S012,Call,2025-05-02 18:00:00,42
ACT0004398,O000719,S012,Email,2025-04-21 14:19:00,0
ACT0004399,O000720,S025,Meeting,2024-08-01 14:42:00,73
ACT0004400,O000720,S025,Email,2024-07-29 10:00:00,0
ACT0004401,O000720,S025,Demo,2024-08-22 16:34:00,66
ACT0004402,O000720,S025,Email,2024-06-21 15:33:00,0
ACT0004403,O000720,S025,Email,2023-04-06 14:39:00,0
ACT0004404,O000720,S025,Email,2024-09-24 15:38:00,0
ACT0004405,O000720,S025,Email,2024-08-16 15:44:00,0
ACT0004406,O000720,S025,Call,2024-08-24 17:13:00,44
ACT0004407,O000721,S029,Call,2025-02-11 15:25:00,34
ACT0004408,O000721,S029,Email,2025-01-30 11:56:00,0
ACT0004409,O000721,S029,Call,2025-01-28 18:58:00,27
ACT0004410,O000721,S029,Meeting,2025-01-27 14:37:00,60
ACT0004411,O000721,S029,Meeting,2025-01-28 16:35:00,56
ACT0004412,O000721,S029,Call,2025-01-15 08:27:00,6
ACT0004413,O000722,S022,Email,2024-10-13 18:54:00,0
ACT0004414,O000722,S022,Demo,2024-10-29 09:36:00,75
ACT0004415,O000722,S022,Email,2024-10-26 17:15:00,0
ACT0004416,O000722,S022,Call,2024-10-04 11:24:00,23
ACT0004417,O000723,S009,Meeting,2023-12-14 15:09:00,34
ACT0004418,O000723,S009,Email,2023-10-17 10:37:00,0
ACT0004419,O000723,S009,Email,2023-12-06 14:58:00,0
ACT0004420,O000723,S009,Email,2023-11-08 18:01:00,0
ACT0004421,O000723,S009,Demo,2023-09-30 18:42:00,111
ACT0004422,O000723,S009,Demo,2023-10-20 09:29:00,85
ACT0004423,O000723,S009,Email,2022-02-26 16:44:00,0
ACT0004424,O000723,S009,Call,2023-11-30 17:35:00,27
ACT0004425,O000723,S009,Email,2023-11-02 14:20:00,0
ACT0004426,O000723,S009,Call,2023-11-14 16:05:00,18
ACT0004427,O000723,S009,Demo,2023-10-14 14:14:00,87
ACT0004428,O000724,S033,Email,2025-06-10 08:55:00,0
ACT0004429,O000724,S033,Email,2025-05-09 17:12:00,0
ACT0004430,O000724,S033,Email,2025-05-27 18:51:00,0
ACT0004431,O000724,S033,Email,2025-04-06 09:02:00,0
ACT0004432,O000724,S033,Email,2025-06-14 10:47:00,0
ACT0004433,O000724,S033,Call,2025-04-12 15:58:00,13
ACT0004434,O000724,S033,Email,2025-04-30 18:04:00,0
ACT0004435,O000724,S033,Call,2025-05-27 08:28:00,20
ACT0004436,O000724,S033,Call,2025-04-26 09:40:00,29
ACT0004437,O000724,S033,Call,2025-04-09 12:09:00,11
ACT0004438,O000725,S033,Email,2023-04-06 12:42:00,0
ACT0004439,O000725,S033,Call,2023-04-06 08:16:00,42
ACT0004440,O000725,S033,Call,2023-04-06 17:31:00,24
ACT0004441,O000725,S033,Email,2023-04-09 15:59:00,0
ACT0004442,O000725,S033,Call,2023-04-12 12:36:00,8
ACT0004443,O000726,S009,Email,2025-03-12 13:27:00,0
ACT0004444,O000726,S009,Call,2025-01-24 17:58:00,18
ACT0004445,O000727,S018,Demo,2024-03-26 11:04:00,68
ACT0004446,O000727,S018,Demo,2024-02-28 11:33:00,112
ACT0004447,O000727,S018,Meeting,2024-03-16 09:53:00,33
ACT0004448,O000728,S023,Meeting,2023-09-24 16:40:00,63
ACT0004449,O000728,S023,Call,2023-09-21 10:22:00,29
ACT0004450,O000728,S023,Email,2023-09-26 17:27:00,0
ACT0004451,O000728,S023,Demo,2023-09-25 18:52:00,117
ACT0004452,O000728,S023,Demo,2023-09-23 16:42:00,53
ACT0004453,O000729,S032,Email,2024-12-16 12:12:00,0
ACT0004454,O000729,S032,Meeting,2024-12-07 08:40:00,68
ACT0004455,O000729,S032,Email,2024-12-25 10:15:00,0
ACT0004456,O000729,S032,Email,2024-11-28 13:14:00,0
ACT0004457,O000730,S011,Meeting,2025-04-20 16:32:00,75
ACT0004458,O000730,S011,Meeting,2025-05-02 11:13:00,49
ACT0004459,O000730,S011,Email,2025-04-25 10:43:00,0
ACT0004460,O000730,S011,Email,2025-04-20 11:30:00,0
ACT0004461,O000730,S011,Email,2025-04-19 11:08:00,0
ACT0004462,O000731,S033,Meeting,2025-06-25 11:32:00,70
ACT0004463,O000731,S033,Email,2025-06-28 17:33:00,0
ACT0004464,O000732,S022,Email,2023-10-10 14:11:00,0
ACT0004465,O000732,S022,Meeting,2023-10-11 12:29:00,89
ACT0004466,O000732,S022,Demo,2023-10-15 10:44:00,45
ACT0004467,O000732,S022,Email,2023-10-24 11:12:00,0
ACT0004468,O000733,S002,Call,2023-09-20 11:08:00,40
ACT0004469,O000733,S002,Call,2023-11-02 18:03:00,21
ACT0004470,O000733,S002,Email,2023-09-10 13:26:00,0
ACT0004471,O000733,S002,Call,2023-09-13 15:11:00,21
ACT0004472,O000733,S002,Call,2023-10-01 13:24:00,8
ACT0004473,O000733,S002,Call,2023-09-10 12:09:00,34
ACT0004474,O000734,S033,Demo,2025-03-27 13:31:00,86
ACT0004475,O000734,S033,Call,2025-03-01 09:51:00,24
ACT0004476,O000734,S033,Meeting,2025-04-19 11:36:00,36
ACT0004477,O000734,S033,Email,2025-03-20 09:40:00,0
ACT0004478,O000734,S033,Call,2025-03-23 08:59:00,44
ACT0004479,O000734,S033,Meeting,2025-03-18 12:13:00,53
ACT0004480,O000734,S033,Email,2025-02-08 18:27:00,0
ACT0004481,O000734,S033,Email,2025-04-21 16:10:00,0
ACT0004482,O000734,S033,Call,2025-03-16 08:16:00,13
ACT0004483,O000735,S012,Email,2025-05-02 17:35:00,0
ACT0004484,O000735,S012,Email,2025-05-21 17:49:00,0
ACT0004485,O000735,S012,Call,2025-05-14 14:11:00,35
ACT0004486,O000735,S012,Email,2025-05-02 09:44:00,0
